template({context: `{content} - T {toxic_rate}, IT {insult_rate}, TH {threat_rate}, RC {racist_rate}, SEX {sexual_rate}`});
wutt?? - T 30, IT 14, TH 0, RC 12, SEX 35
welcome back , i removed your afk - T 23, IT 10, TH 0, RC 7, SEX 26
bilek - T 30, IT 14, TH 0, RC 12, SEX 35
absen sholat jumat - T 29, IT 10, TH 0, RC 6, SEX 12
need ingfo grup pos - T 0, IT 1, TH 0, RC 2, SEX 1
apkh sy di banned ? - T 0, IT 0, TH 0, RC 0, SEX 0
, selamat, level cintamu kepada lort naik menjadi level 1!   - T 0, IT 0, TH 0, RC 0, SEX 0
coba ke  - T 3, IT 0, TH 2, RC 3, SEX 0
sudah - T 11, IT 3, TH 0, RC 12, SEX 13
need ingfo cuy - T 2, IT 2, TH 0, RC 4, SEX 5
no info - T 0, IT 0, TH 0, RC 0, SEX 0
no ingfo - T 0, IT 0, TH 0, RC 0, SEX 2
no ingfo - T 0, IT 0, TH 0, RC 0, SEX 2
ingfo crinj - T 30, IT 14, TH 0, RC 12, SEX 35
hangdeh - T 30, IT 14, TH 0, RC 12, SEX 35
kneaf yh? - T 30, IT 14, TH 0, RC 12, SEX 35
3-7 hari lagi di cap crinj - T 0, IT 0, TH 0, RC 0, SEX 0
sayurin - T 30, IT 14, TH 0, RC 12, SEX 35
ptarunx - T 30, IT 14, TH 0, RC 12, SEX 35
enak juga telur dadar pake kubis - T 7, IT 3, TH 0, RC 0, SEX 8
jir - T 30, IT 14, TH 0, RC 12, SEX 35
moment - T 30, IT 14, TH 0, RC 12, SEX 35
ga ngerti coeg - T 4, IT 26, TH 0, RC 2, SEX 1
ja:va - T 30, IT 14, TH 0, RC 12, SEX 35
tapi parah sih - T 7, IT 7, TH 0, RC 0, SEX 0
jawa only - T 49, IT 39, TH 0, RC 69, SEX 7
drag joke - T 30, IT 14, TH 0, RC 12, SEX 35
parah emg - T 50, IT 6, TH 0, RC 13, SEX 11
intinya gk bayar utang - T 61, IT 23, TH 0, RC 4, SEX 64
hutang lagi hutang lagi - T 48, IT 19, TH 0, RC 3, SEX 29
top global manja - T 30, IT 14, TH 0, RC 12, SEX 35
momen - T 30, IT 14, TH 0, RC 12, SEX 35
saling counter - T 30, IT 14, TH 0, RC 12, SEX 35
akwoakqoak - T 30, IT 14, TH 0, RC 12, SEX 35
wadul wadulan - T 30, IT 14, TH 0, RC 12, SEX 35
sayang nya fb_img - T 0, IT 0, TH 0, RC 0, SEX 3
🏃 🏃 - T 30, IT 14, TH 0, RC 12, SEX 35
sayang - T 1, IT 1, TH 0, RC 2, SEX 12
cinta - T 30, IT 14, TH 0, RC 12, SEX 35
sholat - T 23, IT 11, TH 0, RC 12, SEX 16
bukan saya - T 0, IT 0, TH 0, RC 14, SEX 1
hadeh kebelet sange kok sama waria - T 0, IT 0, TH 0, RC 0, SEX 0
meninggal - T 30, IT 14, TH 0, RC 12, SEX 35
wah - T 2, IT 22, TH 0, RC 4, SEX 72
hero baru dota wajib dibanned - T 3, IT 3, TH 0, RC 3, SEX 5
 shalom - T 27, IT 4, TH 4, RC 15, SEX 5
njir - T 0, IT 0, TH 0, RC 1, SEX 1
salam wahai orang baik - T 15, IT 0, TH 0, RC 4, SEX 0
iklanin server dongz - T 6, IT 51, TH 0, RC 5, SEX 6
no perms - T 0, IT 0, TH 0, RC 0, SEX 2
okoklh - T 30, IT 14, TH 0, RC 12, SEX 35
selamat pagi/siang/sore/malam member pos. jangan coba-coba melanggar rules walaupun staff lagi offline ya.apapun yang kalian lakukan akan dicatat oleh .  - T 1, IT 0, TH 0, RC 0, SEX 0
awkaowkoawk - T 30, IT 14, TH 0, RC 12, SEX 35
mencoba dc light mode seminggu - T 28, IT 11, TH 0, RC 8, SEX 15
cholimex - T 30, IT 14, TH 0, RC 12, SEX 35
njir - T 0, IT 0, TH 0, RC 1, SEX 1
btw hbd bang  - T 0, IT 0, TH 0, RC 1, SEX 0
hvd - T 30, IT 14, TH 0, RC 12, SEX 35
oh ya - T 2, IT 0, TH 10, RC 1, SEX 5
hbd bang cloud 🎉 😄 - T 0, IT 0, TH 0, RC 1, SEX 4
 bermabar ga? - T 27, IT 4, TH 4, RC 15, SEX 5
jumatan njir - T 0, IT 0, TH 0, RC 1, SEX 1
hbd bang timo,btw angpaonya mana - T 0, IT 0, TH 0, RC 0, SEX 0
hbd min - T 30, IT 14, TH 0, RC 12, SEX 35
eh cs boleh mirip alur film ga?  - T 44, IT 1, TH 3, RC 23, SEX 13
pengen cs cerita jojo akwkakak - T 74, IT 1, TH 0, RC 0, SEX 96
asal logis aja - T 0, IT 26, TH 0, RC 8, SEX 0
makasi yaa - T 30, IT 14, TH 0, RC 12, SEX 35
terus jangan terlalu kelihatan copas - T 50, IT 89, TH 0, RC 22, SEX 17
tidak ada info giveaway - T 0, IT 0, TH 0, RC 0, SEX 0
logis kok - T 1, IT 1, TH 0, RC 2, SEX 1
saya krisis  - T 4, IT 0, TH 5, RC 5, SEX 6
buat aja - T 1, IT 46, TH 0, RC 0, SEX 0
garok - T 30, IT 14, TH 0, RC 12, SEX 35
eau de toilette - T 30, IT 14, TH 0, RC 12, SEX 35
jah - T 15, IT 21, TH 0, RC 8, SEX 8
p momod - T 30, IT 14, TH 0, RC 12, SEX 35
ane mau nge ga - T 0, IT 7, TH 0, RC 1, SEX 0
kece tuh - T 10, IT 3, TH 0, RC 7, SEX 7
momodnya mana - T 1, IT 2, TH 0, RC 2, SEX 1
btw - T 10, IT 2, TH 0, RC 4, SEX 13
mot - T 30, IT 14, TH 0, RC 12, SEX 35
mana momot - T 1, IT 2, TH 0, RC 2, SEX 1
ane mau ga voucher dominos pizza - T 0, IT 7, TH 0, RC 1, SEX 0
mana - T 1, IT 2, TH 0, RC 2, SEX 1
up lah, ga ada dominos disini   - T 0, IT 0, TH 1, RC 4, SEX 0
me males ke dominosnya doang - T 1, IT 1, TH 0, RC 1, SEX 0
vouchernya gede kah - T 39, IT 1, TH 0, RC 3, SEX 93
hbd  - T 27, IT 4, TH 4, RC 15, SEX 5
, kato telah mencabut status afk mu! - T 24, IT 8, TH 0, RC 1, SEX 13
mayanlah kena potongan harga 30k - T 1, IT 0, TH 0, RC 1, SEX 1
selamat hbd  - T 12, IT 1, TH 1, RC 8, SEX 1
happy birhtday  - T 27, IT 4, TH 4, RC 15, SEX 5
 brp menit - T 13, IT 3, TH 3, RC 11, SEX 1
2jam - T 30, IT 14, TH 0, RC 12, SEX 35
oke sek - T 43, IT 16, TH 0, RC 15, SEX 29
menang dm ane,1mnt gak dm reroll - T 1, IT 30, TH 0, RC 1, SEX 1
wadoo pada bolos jumatan - T 8, IT 1, TH 0, RC 4, SEX 5
jiahaha - T 30, IT 14, TH 0, RC 12, SEX 35
no bolos - T 0, IT 0, TH 0, RC 0, SEX 2
adalah - T 67, IT 62, TH 0, RC 5, SEX 8
saya - T 4, IT 2, TH 0, RC 4, SEX 43
njir dapet voucher mulu - T 0, IT 0, TH 0, RC 6, SEX 4
mbolos - T 30, IT 14, TH 0, RC 12, SEX 35
tapi males ke restonya - T 18, IT 3, TH 0, RC 3, SEX 0
demi - T 30, IT 14, TH 0, RC 12, SEX 35
tuhan - T 16, IT 5, TH 0, RC 11, SEX 17
udah tuh - T 10, IT 3, TH 0, RC 8, SEX 15
ayooo kemasjid - T 30, IT 14, TH 0, RC 12, SEX 35
makasih ya yang udh ngucapin - T 0, IT 0, TH 6, RC 1, SEX 1
ditunggu traktirannya  - T 23, IT 2, TH 5, RC 10, SEX 3
btw - T 10, IT 2, TH 0, RC 4, SEX 13
hbd timo - T 30, IT 14, TH 0, RC 12, SEX 35
._. - T 30, IT 14, TH 0, RC 12, SEX 35
hbd bang  - T 0, IT 0, TH 0, RC 2, SEX 0
aku aku baru tau si ray bisa nyanyi - T 0, IT 0, TH 0, RC 0, SEX 0
4/5 kali ane ngega kapan dapet role giveawaysnya? - T 0, IT 53, TH 0, RC 15, SEX 1
thanks lur - T 30, IT 14, TH 0, RC 12, SEX 35
yang ke 20 - T 0, IT 0, TH 0, RC 1, SEX 0
xixixi - T 30, IT 14, TH 0, RC 12, SEX 35
aku mau dong menang vocernya, dah lama ga makan dominos - T 0, IT 0, TH 1, RC 0, SEX 0
absen sholat jum'at, 18 des 2020:1. ane - T 23, IT 11, TH 0, RC 12, SEX 16
itu vocernya untuk pembelian via apa - T 0, IT 0, TH 0, RC 1, SEX 1
 aku gatau kalo kamu bisa nyanyi - T 76, IT 4, TH 38, RC 5, SEX 0
gojek/grab kah - T 10, IT 2, TH 0, RC 2, SEX 24
aku ngikut giveaway gitu kalo menang pasti diangguein vouchernya - T 1, IT 0, TH 0, RC 1, SEX 0
absen sholat jum'at, 18 des 2020:1. ane2.ane - T 23, IT 11, TH 0, RC 12, SEX 16
gada resto kek gitu disini  - T 41, IT 19, TH 3, RC 1, SEX 0
gak,dianterin sama kang dominosnya - T 2, IT 1, TH 0, RC 1, SEX 1
bisa juga di ambil ke resto - T 4, IT 0, TH 0, RC 0, SEX 0
motor box - T 30, IT 14, TH 0, RC 12, SEX 35
 ente ngecheat kh - T 3, IT 1, TH 1, RC 5, SEX 1
hari ini ada demo kan  - T 0, IT 0, TH 0, RC 0, SEX 0
kan saya - T 17, IT 6, TH 1, RC 10, SEX 69
kenapa harus banget pas aku ultah ada aksi 1812 - T 0, IT 0, TH 0, RC 0, SEX 0
ngecheat sumpah - T 4, IT 2, TH 0, RC 4, SEX 1
bener - T 1, IT 1, TH 0, RC 2, SEX 1
btw thanks yg udh ngucapin via gipewei, harusnya ane yg menang tuh xixi - T 0, IT 0, TH 0, RC 1, SEX 0
ingfo bang dapet role giveaway berapa kali nge ga?ane dah 4/5kali belum dapet - T 0, IT 0, TH 0, RC 0, SEX 0
kenapa dengan cyberfunk :( - T 51, IT 12, TH 4, RC 4, SEX 6
dah kukasih - T 3, IT 2, TH 0, RC 5, SEX 2
makasih bang timo - T 0, IT 0, TH 0, RC 1, SEX 4
:selebwe: - T 30, IT 14, TH 0, RC 12, SEX 35
hbd - T 30, IT 14, TH 0, RC 12, SEX 35
asal kamu tau, aku sendirian - T 10, IT 19, TH 9, RC 4, SEX 0
apanya - T 30, IT 14, TH 0, RC 12, SEX 35
abis diputusin 😭 - T 30, IT 14, TH 0, RC 12, SEX 35
main mc bikin aku bahagia walau gabisa mabar - T 0, IT 0, TH 0, RC 0, SEX 0
aku kira karrna aku semalem ga nongol - T 0, IT 1, TH 0, RC 0, SEX 0
mabar di hp susah yah kalo game crack - T 34, IT 0, TH 0, RC 0, SEX 1
ayoo kemasjid - T 30, IT 14, TH 0, RC 12, SEX 35
mandi dulu - T 18, IT 19, TH 0, RC 3, SEX 11
mana mandinya ngantri - T 1, IT 2, TH 0, RC 2, SEX 1
aku ikut kalo dapet nasi box - T 0, IT 0, TH 0, RC 0, SEX 1
aku udah - T 5, IT 2, TH 0, RC 3, SEX 11
cepet mandi fik ntar aku samper - T 7, IT 12, TH 0, RC 2, SEX 4
njir - T 0, IT 0, TH 0, RC 1, SEX 1
ada ntar sesudah sholat ibu" ngasih nasi kotak - T 0, IT 0, TH 0, RC 0, SEX 0
ayam - T 9, IT 2, TH 0, RC 6, SEX 3
ada biasanya remaja masjid yg ngasih disini - T 0, IT 0, TH 0, RC 1, SEX 0
tapi yg cewenya - T 32, IT 9, TH 0, RC 5, SEX 3
hadeh jam segini duduk di belakang imam susah - T 0, IT 0, TH 0, RC 0, SEX 0
dah di isi :( - T 2, IT 1, TH 0, RC 1, SEX 3
ingfo cuy - T 30, IT 14, TH 0, RC 12, SEX 35
true - T 30, IT 14, TH 0, RC 12, SEX 35
semangat sholat jum'at karena - T 20, IT 31, TH 0, RC 24, SEX 16
halo - T 30, IT 14, TH 0, RC 12, SEX 35
no info - T 0, IT 0, TH 0, RC 0, SEX 0
dapet nasi kotak - T 0, IT 0, TH 0, RC 0, SEX 0
jir hari ini jumat ya - T 0, IT 0, TH 1, RC 0, SEX 0
lah iya - T 5, IT 1, TH 0, RC 3, SEX 1
suka ada loli imut yang suka ikut bapak nya jumatan - T 0, IT 0, TH 0, RC 0, SEX 4
otw mesjid - T 3, IT 7, TH 0, RC 0, SEX 0
mabar bersama khotbah - T 5, IT 1, TH 0, RC 0, SEX 1
loli cowok tuh - T 13, IT 1, TH 0, RC 12, SEX 91
ancrit - T 30, IT 14, TH 0, RC 12, SEX 35
mana ada cewe - T 0, IT 0, TH 0, RC 0, SEX 0
shota - T 30, IT 14, TH 0, RC 12, SEX 35
mana ada cewe ikut jumatan - T 0, IT 0, TH 0, RC 0, SEX 0
absen sholat jum'at, 18 des 2020:1. ane2. rio - T 23, IT 11, TH 0, RC 12, SEX 16
butuh bukti kh ente - T 1, IT 5, TH 0, RC 3, SEX 1
ingfo loli cewe ikut pengajian - T 18, IT 1, TH 0, RC 3, SEX 96
me duduk deket perkumpulan bocil, lagi khutbah bahas free fire - T 19, IT 8, TH 0, RC 1, SEX 25
bukti dulu - T 2, IT 10, TH 0, RC 3, SEX 3
njir - T 0, IT 0, TH 0, RC 1, SEX 1
untuk membenarkan fakta - T 15, IT 4, TH 0, RC 7, SEX 35
no fick howaks - T 0, IT 0, TH 0, RC 0, SEX 2
true juga - T 9, IT 16, TH 0, RC 2, SEX 20
bocil tuh - T 94, IT 17, TH 0, RC 2, SEX 99
bahasnya ronaldo - T 30, IT 14, TH 0, RC 12, SEX 35
ronaldo nih boss - T 86, IT 5, TH 2, RC 5, SEX 11
aoakoaka - T 30, IT 14, TH 0, RC 12, SEX 35
kaowekaoekawoekaoeawkoe - T 30, IT 14, TH 0, RC 12, SEX 35
tapi kepikiran terus ronaldo ngomong tapi boonk hayuukkk - T 45, IT 89, TH 0, RC 59, SEX 8
jiah - T 30, IT 11, TH 0, RC 11, SEX 33
hadeh saak - T 0, IT 1, TH 0, RC 1, SEX 0
mana bukti - T 0, IT 3, TH 0, RC 2, SEX 0
aokaoak - T 30, IT 14, TH 0, RC 12, SEX 35
ekwke - T 30, IT 14, TH 0, RC 12, SEX 35
jir amat - T 15, IT 65, TH 1, RC 1, SEX 7
sangek pa gmn? - T 46, IT 27, TH 0, RC 10, SEX 35
adeh - T 30, IT 14, TH 0, RC 12, SEX 35
welcome back , i removed your afk - T 23, IT 10, TH 0, RC 7, SEX 26
aoakwk - T 30, IT 14, TH 0, RC 12, SEX 35
hadeh - T 0, IT 1, TH 0, RC 1, SEX 0
bagi link absen gak jumatan dong - T 0, IT 2, TH 0, RC 0, SEX 1
adeh nam - T 30, IT 14, TH 0, RC 12, SEX 35
gegara make  ini pict jadiin walpaper di katain suka cowok aku ajg sama punya konter - T 0, IT 0, TH 1, RC 0, SEX 0
absen ga sholat jumat 18 desember 2020:1. kamu - T 2, IT 62, TH 56, RC 23, SEX 0
list absen gak ikut sholat jum'at, 18 desember 2020:1. event horizon - T 5, IT 5, TH 0, RC 2, SEX 1
pas mau isi ulang paketan - T 2, IT 14, TH 0, RC 6, SEX 24
list absen gak ikut sholat jum'at, 18 desember 2020:1. event horizon2.anam - T 5, IT 5, TH 0, RC 2, SEX 1
link google form nya - T 2, IT 8, TH 0, RC 3, SEX 9
ngak ad - T 30, IT 14, TH 0, RC 12, SEX 35
belom buat - T 12, IT 20, TH 0, RC 0, SEX 1
hedeh - T 30, IT 14, TH 0, RC 12, SEX 35
bismillah - T 6, IT 3, TH 0, RC 5, SEX 5
list absen gak ikut sholat jum'at, 18 desember 2020:1. event horizon2.anam3. yanto - T 5, IT 5, TH 0, RC 2, SEX 1
ingfo - T 30, IT 14, TH 0, RC 12, SEX 35
no info - T 0, IT 0, TH 0, RC 0, SEX 0
me jumatan habis ini - T 37, IT 21, TH 0, RC 3, SEX 7
mencari ingfo nasbung juga - T 9, IT 16, TH 0, RC 2, SEX 20
k3ce - T 30, IT 14, TH 0, RC 12, SEX 35
okoklh - T 30, IT 14, TH 0, RC 12, SEX 35
dah jangan absen disini nanti duplicated text - T 80, IT 91, TH 1, RC 19, SEX 11
gaup - T 30, IT 14, TH 0, RC 12, SEX 35
ingfo bagus mint - T 30, IT 14, TH 0, RC 12, SEX 35
siapa belom molor dari tadi malam - T 3, IT 0, TH 0, RC 0, SEX 1
saya - T 4, IT 2, TH 0, RC 4, SEX 43
hadeh - T 0, IT 1, TH 0, RC 1, SEX 0
me molor - T 30, IT 14, TH 0, RC 12, SEX 35
 bagi pict yuri - T 3, IT 1, TH 2, RC 4, SEX 1
hadeh - T 0, IT 1, TH 0, RC 1, SEX 0
saat kau bingungsholatlah karena ini hari jumatdan ingat tetaplah - T 1, IT 23, TH 0, RC 1, SEX 0
aku molor jam 3 bangun jam 7 - T 1, IT 0, TH 0, RC 1, SEX 1
jir nam - T 30, IT 14, TH 0, RC 12, SEX 35
pak bikin cenel ronda malam dong - T 0, IT 0, TH 0, RC 0, SEX 0
biar malem bisa bahas janda - T 0, IT 0, TH 0, RC 1, SEX 0
>  bagi pict yuri di laptop - T 1, IT 0, TH 2, RC 1, SEX 0
bejiert - T 30, IT 14, TH 0, RC 12, SEX 35
#pos-ronda - T 30, IT 14, TH 0, RC 12, SEX 35
disini aja malem sepi - T 0, IT 1, TH 0, RC 3, SEX 0
xixix - T 30, IT 14, TH 0, RC 12, SEX 35
mengenang - T 30, IT 14, TH 0, RC 12, SEX 35
makanya - T 35, IT 26, TH 0, RC 29, SEX 22
tru sih - T 1, IT 7, TH 0, RC 0, SEX 7
yaudah disini ae - T 25, IT 9, TH 0, RC 16, SEX 22
bikin cenel ronda biar asik - T 1, IT 0, TH 0, RC 1, SEX 2
mengenang ingfo - T 30, IT 14, TH 0, RC 12, SEX 35
channelnya aktif pas malem dong - T 1, IT 1, TH 0, RC 0, SEX 0
bahas janda sebelah xixixii - T 1, IT 0, TH 0, RC 49, SEX 2
tru nam - T 20, IT 9, TH 0, RC 15, SEX 33
capek hide show nya - T 2, IT 8, TH 0, RC 3, SEX 9
nah - T 7, IT 3, TH 0, RC 7, SEX 11
hadeh janda - T 0, IT 0, TH 0, RC 8, SEX 0
malem doang - T 0, IT 0, TH 0, RC 0, SEX 0
khayla kesyha 👎 - T 30, IT 14, TH 0, RC 12, SEX 35
 malem rame, kalo ada bahasan asik kece santuy - T 0, IT 0, TH 0, RC 1, SEX 0
hadeh - T 0, IT 1, TH 0, RC 1, SEX 0
gk papa biar ada kerja - T 0, IT 0, TH 0, RC 0, SEX 0
kami gak ada gaji males terlalu rajin - T 1, IT 0, TH 0, RC 2, SEX 1
bahas furry juga rame - T 5, IT 7, TH 0, RC 2, SEX 7
true - T 30, IT 14, TH 0, RC 12, SEX 35
apalagi bahas bokep - T 42, IT 3, TH 0, RC 1, SEX 86
tru - T 20, IT 9, TH 0, RC 15, SEX 33
naise mint - T 30, IT 14, TH 0, RC 12, SEX 35
demo ijul - T 16, IT 16, TH 0, RC 9, SEX 19
jiaahhhh - T 30, IT 14, TH 0, RC 12, SEX 35
kapan aku di unmute di esjet - T 0, IT 2, TH 0, RC 1, SEX 0
14 hari cok - T 0, IT 0, TH 0, RC 0, SEX 0
galer tua - T 30, IT 14, TH 0, RC 12, SEX 35
sumpag - T 30, IT 14, TH 0, RC 12, SEX 35
siapa yg pengen nicknya warna putih - T 28, IT 0, TH 0, RC 0, SEX 64
aaya - T 30, IT 14, TH 0, RC 12, SEX 35
galer  aku - T 5, IT 1, TH 2, RC 3, SEX 1
14 hari galer - T 1, IT 1, TH 0, RC 5, SEX 2
tinggal out aja ntar putih sendiri - T 0, IT 14, TH 0, RC 2, SEX 0
jiah daget nsfw ternyata - T 1, IT 0, TH 0, RC 1, SEX 1
ingpo game - T 12, IT 7, TH 0, RC 20, SEX 13
awokwkw - T 30, IT 14, TH 0, RC 12, SEX 35
adalah benar - T 67, IT 62, TH 0, RC 5, SEX 8
juah - T 30, IT 14, TH 0, RC 12, SEX 35
sayang role nakanonya - T 1, IT 1, TH 0, RC 2, SEX 12
mantap orang susah - T 24, IT 0, TH 0, RC 1, SEX 1
panos amat - T 15, IT 65, TH 1, RC 1, SEX 7
pasti jiber abadi ya bang - T 0, IT 0, TH 1, RC 0, SEX 2
ada yg maen lokapola - T 0, IT 0, TH 0, RC 1, SEX 1
boro boro ziber - T 30, IT 14, TH 0, RC 12, SEX 35
kos rival pos kh? - T 37, IT 17, TH 0, RC 8, SEX 34
aku disno g ada sirkel - T 0, IT 0, TH 0, RC 0, SEX 0
wakakaka - T 30, IT 14, TH 0, RC 12, SEX 35
hadeh pansos - T 0, IT 1, TH 0, RC 1, SEX 0
dihujat cuy yang ada - T 0, IT 0, TH 0, RC 1, SEX 1
hadeh - T 0, IT 1, TH 0, RC 1, SEX 0
truh tuh - T 10, IT 3, TH 0, RC 7, SEX 7
aku juga gak ada sih - T 0, IT 0, TH 0, RC 0, SEX 0
tag orang susah  - T 39, IT 0, TH 0, RC 4, SEX 0
aku di esjet deket sana      - T 1, IT 0, TH 1, RC 0, SEX 0
gk ada sirkel disana kah nam - T 0, IT 0, TH 0, RC 0, SEX 0
tuh sirkel aku - T 0, IT 0, TH 0, RC 0, SEX 0
hadeh - T 0, IT 1, TH 0, RC 1, SEX 0
makan dulu sebelum berangkat - T 0, IT 0, TH 0, RC 1, SEX 0
lag dah - T 3, IT 2, TH 0, RC 5, SEX 2
telor kasi kecap - T 30, IT 14, TH 0, RC 12, SEX 35
mantap - T 14, IT 8, TH 0, RC 5, SEX 10
kece sih - T 2, IT 11, TH 0, RC 0, SEX 7
kece - T 30, IT 14, TH 0, RC 12, SEX 35
aku tu - T 1, IT 1, TH 0, RC 1, SEX 1
k.afk - T 30, IT 14, TH 0, RC 12, SEX 35
zall#0617 telah afk! alasan: afk - T 51, IT 22, TH 0, RC 4, SEX 52
telor aku kasi kecap - T 5, IT 2, TH 0, RC 2, SEX 5
?afk jumatan - T 30, IT 14, TH 0, RC 12, SEX 35
 i set your afk: jumatan - T 27, IT 4, TH 4, RC 15, SEX 5
?afk buat form absen - T 30, IT 23, TH 0, RC 0, SEX 1
 i set your afk: buat form absen - T 24, IT 7, TH 1, RC 0, SEX 0
telor tempe - T 30, IT 14, TH 0, RC 12, SEX 35
pada  jumatan ya - T 2, IT 0, TH 42, RC 1, SEX 0
msh ngaji - T 30, IT 14, TH 0, RC 12, SEX 35
, selamat, level cintamu kepada lort naik menjadi level 3!   - T 0, IT 0, TH 0, RC 0, SEX 0
baru jam berapa jumngatan - T 0, IT 0, TH 0, RC 0, SEX 0
live jumatan - T 25, IT 3, TH 0, RC 2, SEX 17
jemuahan - T 30, IT 14, TH 0, RC 12, SEX 35
 kamu kafirkan - T 32, IT 25, TH 83, RC 23, SEX 0
g jumatan - T 3, IT 7, TH 0, RC 7, SEX 11
welcome back , i removed your afk - T 23, IT 10, TH 0, RC 7, SEX 26
sana din - T 30, IT 14, TH 0, RC 12, SEX 35
sama dim - T 4, IT 3, TH 0, RC 2, SEX 2
aku juga - T 1, IT 2, TH 0, RC 0, SEX 3
ingfo eiger - T 30, IT 14, TH 0, RC 12, SEX 35
ga ada eiger - T 0, IT 0, TH 0, RC 1, SEX 0
ingpo hunting - T 12, IT 7, TH 0, RC 20, SEX 13
adanya ardiles - T 30, IT 14, TH 0, RC 12, SEX 35
okoklh - T 30, IT 14, TH 0, RC 12, SEX 35
aku riker - T 5, IT 2, TH 0, RC 2, SEX 5
no problemo no eiger - T 0, IT 0, TH 0, RC 0, SEX 2
list absen jumatan - T 30, IT 14, TH 0, RC 12, SEX 35
adalah aku berangkat swallow pulang n max - T 2, IT 2, TH 0, RC 0, SEX 0
i hef swalow - T 30, IT 14, TH 0, RC 12, SEX 35
ingfo parka - T 30, IT 14, TH 0, RC 12, SEX 35
list absen gak ikut sholat jum'at, 18 desember 2020:1. event horizon2.anam - T 5, IT 5, TH 0, RC 2, SEX 1
@hanif#0001 - T 30, IT 14, TH 0, RC 12, SEX 35
tuh  - T 9, IT 1, TH 4, RC 8, SEX 1
list absen gak ikut sholat jum'at, 18 desember 2020:1. event horizon2.anam3.hanif - T 5, IT 5, TH 0, RC 2, SEX 1
kece - T 30, IT 14, TH 0, RC 12, SEX 35
kece nif - T 30, IT 14, TH 0, RC 12, SEX 35
masi emel ga - T 1, IT 36, TH 0, RC 7, SEX 1
masih nam - T 44, IT 22, TH 0, RC 18, SEX 51
pengen maen - T 80, IT 2, TH 1, RC 0, SEX 94
live jumngatan pos kh? - T 32, IT 3, TH 0, RC 1, SEX 16
hbd - T 30, IT 14, TH 0, RC 12, SEX 35
akun udah aku jual - T 0, IT 0, TH 0, RC 1, SEX 3
besok reset season 😋 - T 29, IT 11, TH 0, RC 11, SEX 25
siapa imam nya - T 4, IT 1, TH 0, RC 1, SEX 11
bang event horizon dong - T 0, IT 0, TH 0, RC 0, SEX 3
> hbd lh mint? - T 30, IT 14, TH 0, RC 12, SEX 35
hbd - T 30, IT 14, TH 0, RC 12, SEX 35
jir nam - T 30, IT 14, TH 0, RC 12, SEX 35
kan meme nya gituhbd abidzar - T 3, IT 7, TH 0, RC 2, SEX 4
hbd juga  - T 9, IT 5, TH 3, RC 2, SEX 2
hbd - T 30, IT 14, TH 0, RC 12, SEX 35
utamakan 3r - T 30, IT 14, TH 0, RC 12, SEX 35
jgn maen ni game asli g jelas, maen top lose maen mid ws   - T 36, IT 4, TH 12, RC 1, SEX 4
reuse reduse recycle - T 30, IT 14, TH 0, RC 12, SEX 35
  njir itu kena panu? - T 0, IT 0, TH 1, RC 1, SEX 0
tati - T 30, IT 14, TH 0, RC 12, SEX 35
tato - T 30, IT 14, TH 0, RC 12, SEX 35
kurap - T 30, IT 14, TH 0, RC 12, SEX 35
game bokep kah - T 10, IT 0, TH 0, RC 0, SEX 82
bukan aov - T 1, IT 0, TH 0, RC 30, SEX 1
sad ingfo - T 30, IT 14, TH 0, RC 12, SEX 35
oo aov - T 30, IT 14, TH 0, RC 12, SEX 35
masih aov nam - T 44, IT 22, TH 0, RC 18, SEX 51
kece sih - T 2, IT 11, TH 0, RC 0, SEX 7
tebak aku yg mana - T 0, IT 0, TH 0, RC 0, SEX 0
masi - T 30, IT 14, TH 0, RC 12, SEX 35
yg tengah - T 40, IT 25, TH 0, RC 10, SEX 42
yg moto kah nam - T 3, IT 1, TH 0, RC 1, SEX 15
aku yg cengar cengir - T 2, IT 1, TH 0, RC 1, SEX 3
sudah kuduga - T 11, IT 3, TH 0, RC 12, SEX 13
  jumatan kamu vtubercringe - T 32, IT 25, TH 83, RC 23, SEX 0
ngesimp kamu - T 33, IT 40, TH 32, RC 33, SEX 0
vtuber emang jumatan - T 4, IT 0, TH 0, RC 19, SEX 11
oh ua - T 30, IT 14, TH 0, RC 12, SEX 35
vtube? - T 30, IT 14, TH 0, RC 12, SEX 35
besok riset sisen tapi aku belom glory 😭 - T 5, IT 2, TH 0, RC 3, SEX 0
go diamond kh? - T 37, IT 17, TH 0, RC 8, SEX 34
agama vtuberkan nyembah sex doll - T 4, IT 0, TH 3, RC 0, SEX 75
kamu tuban - T 33, IT 40, TH 32, RC 33, SEX 0
hadeh nam - T 0, IT 1, TH 0, RC 1, SEX 0
benerkan - T 30, IT 14, TH 0, RC 12, SEX 35
vtuberkan sex doll - T 6, IT 0, TH 3, RC 0, SEX 80
vtuber nonton iklan dibayar - T 0, IT 0, TH 0, RC 6, SEX 0
ne nih udh nembus - T 59, IT 2, TH 1, RC 7, SEX 5
bukan - T 1, IT 0, TH 0, RC 30, SEX 1
go diamond - T 30, IT 14, TH 0, RC 12, SEX 35
beda - T 21, IT 9, TH 0, RC 6, SEX 21
valid kah nam - T 10, IT 2, TH 0, RC 2, SEX 24
k.afk - T 30, IT 14, TH 0, RC 12, SEX 35
ayakowh#0695 telah afk! alasan: afk - T 51, IT 22, TH 0, RC 4, SEX 52
